id,active
250462324156,0.24747580706164726
61214568335,0.15620676573838965
274776763999,0.33222657665020383
91546215019,0.1965953310114113
220718580189,0.1797153521063769
136936966451,0.12330911731794539
241672686262,0.1741119358203855
209116201436,0.14659660077356748
264771786874,0.11960936642442474
34086439265,0.17760700124628778
186793458946,0.23335625908471644
237798400437,0.1542856930444832
241124654998,0.18143173723210823
55872097191,0.27541771000520626
229599235965,0.14653171291063058
85673038598,0.1430034590467461
286768879472,0.24964487236832134
36953444299,0.2270905625784439
148130977720,0.22131372252749285
178795338043,0.18354610449544045
249545764382,0.22516403234749327
207592804167,0.3260693976135936
148749223395,0.1533049405863738
287697089334,0.11579643299391931
40135007396,0.2789229628500474
163464544360,0.1256019382758965
106856472825,0.28496395231445404
204659159347,0.21976948878053615
220706105665,0.2103739878514689
280603157044,0.12590007868047992
109151143306,0.12198152743348012
178340904733,0.18756807612432208
266880440140,0.1614338662200061
214480590147,0.21291203413741774
151021288276,0.17457727311059557
220192239314,0.20682522584489352
39075602291,0.14181725118907082
200996231204,0.19005194667440636
111292835870,0.2411182163856649
84451466103,0.1456712197779637
250002663235,0.2707950637157971
31948135639,0.17196661765144555
154499206852,0.13556692987321103
210140534577,0.26347550503665595
250761125145,0.20501291391623463
256716856712,0.19274905325874567
238239095163,0.19983354067970685
137784843129,0.08886705826035714
132437472901,0.2009290989713186
17461572620,0.11383849531994461
37687520971,0.17429641270331755
154861402942,0.13528571601205247
190384104272,0.19767779503195207
67745552271,0.19495997207715457
37478261876,0.21455344538604018
200222349777,0.24469628453471365
245046053630,0.19389791028743913
299405104632,0.22300437325160527
250161168280,0.12151922169820102
230223595559,0.1433514683426062
96157090654,0.14559575154703402
190569590845,0.15509260233019737
291154956077,0.1806551791502838
65160181904,0.1989063120475097
44617972409,0.13591379493700326
179238808446,0.1451424571378323
40366294504,0.19262740905582376
272935865573,0.14084973133364853
255180083940,0.229389043749158
128263091329,0.15027315986678977
16891857460,0.14138650630616265
147740679354,0.12634839448595966
155076034820,0.12751807942538834
183922301476,0.1798629300277196
19337897749,0.30427535587349347
172276380618,0.24459569708944384
81901931763,0.2763217748306838
168426353610,0.1890537104331353
24302693155,0.1321205737139704
284018167494,0.24523857504350535
36559608725,0.17414584179817777
196744352891,0.2660038829695012
127241341608,0.10426617773896711
77903058873,0.1490753572994571
69762606061,0.2812507676025688
38434240350,0.141544295516712
108170652890,0.338914905803207
224842751477,0.18050201880446745
83313877143,0.2453921807006478
88465080816,0.21991357038947645
101949706294,0.23010229926603581
44323735509,0.21061337528898275
45171232977,0.1933853190026191
266229792433,0.16175206130731745
279502415328,0.24441553470677754
99253422836,0.2500549740285255
42119037338,0.22364319916647155
46138962325,0.19869432876078683
113203844962,0.22434780976363783
52584997184,0.3148211532895613
3473040437,0.1651152970659295
127082263032,0.14559520747967314
